30250,4,2750.44435,1221.11935,2065.18025,1326.4756,1514.25445,5110.3378,71.4486
30250,3,2750.69855,1211.967,2008.1795,1318.9574,1503.82765,5084.29115,69.306
30250,2,2754.58605,1205.78525,1948.91065,1310.7461,1492.93515,5062.28905,69.23735
30250,1,2753.13575,1195.56835,1935.8711,1310.4921,1486.5162,5044.4713,69.16275
30250,0,2760.87155,1185.5273,1920.87195,1310.14615,1488.5458,4938.1868,69.0141
30245,4,2753.076,1226.129,2073.9375,1327.9433,1517.12945,5126.72035,71.84465
30245,3,2747.51275,1205.4346,2049.65295,1315.84805,1506.46545,5048.59065,69.43735
30245,2,2743.49105,1189.94035,2029.73465,1309.6087,1497.57075,4986.9288,69.49575
30245,1,2747.0211,1181.5138,2018.4291,1306.0577,1495.9228,4977.05035,69.4253
30245,0,2751.62535,1171.8578,1999.44085,1310.7059,1492.4155,4882.40295,69.3234
30243,4,2739.7245,1184.3533,1992.7192,1303.83475,1487.95235,4893.55645,68.90435
30243,3,2740.97425,1180.17725,1980.74585,1301.19915,1488.2055,4886.93225,68.8997
30243,2,2744.9329,1170.9209,1968.786,1303.93185,1487.03595,4880.8901,68.88055
30243,1,2751.97085,1167.46915,1891.8891,1303.61425,1479.194,4885.5379,68.9502
30243,0,2747.2422,1157.79885,1880.3413,1297.6503,1474.55485,4833.3081,68.8745
30234,4,2725.069,1234.15145,2033.4225,1299.27985,1498.52965,5189.71515,71.40065
30234,3,2736.5152,1216.15455,2011.02325,1303.8996,1494.24605,5076.6268,69.22795
30234,2,2746.0758,1200.3689,1989.38865,1306.41515,1494.09135,4967.11615,69.1083
30234,1,2747.8198,1175.8851,1954.85125,1300.34445,1484.22435,4932.44555,69.112
30234,0,2747.2919,1154.2635,1923.54275,1299.7995,1475.69415,4891.19135,68.98865
30231,4,2749.0102,1166.47035,1930.65605,1299.8453,1481.81045,4841.46905,68.712
30231,3,2748.2589,1156.36635,1917.31145,1295.54885,1475.0958,4826.6136,68.7808
30231,2,2746.97845,1140.93205,1890.72185,1291.0206,1471.24585,4806.0209,68.64625
30231,1,2756.6708,1089.13255,1839.3597,1294.86735,1467.0884,4805.3632,68.68885
30231,0,2759.20255,1075.73165,1833.3235,1294.43645,1468.45915,4802.72265,68.47995
30228,4,2738.75905,1256.84685,2060.68605,1312.73495,1507.43215,5103.48265,71.27835
30228,3,2735.1691,1219.1666,2009.67905,1300.84865,1491.95315,5032.53265,69.25875
30228,2,2732.5824,1189.3883,1965.3652,1289.2706,1479.79295,4973.5346,69.18665
30228,1,2735.9712,1177.7135,1954.619,1291.0451,1477.9244,4962.0687,69.0898
30228,0,2745.4469,1167.859,1938.1322,1295.6475,1477.8607,4869.50495,69.04985
30222,4,2730.90295,1291.1211,2003.17285,1298.35925,1492.2945,5039.4273,70.66485
30222,3,2733.18045,1265.765,1971.11445,1295.3945,1484.4894,5008.99715,68.73215
30222,2,2731.0195,1237.9237,1940.2389,1286.9992,1476.8491,4957.95865,68.7002
30222,1,2736.03435,1222.6545,1922.84385,1290.35275,1472.6747,4942.14945,68.6745
30222,0,2741.68865,1168.3295,1907.26875,1293.11825,1473.1004,4919.82215,68.5742
30208,4,2760.671,1207.96355,2039.82425,1329.87225,1517.23715,5052.57675,70.0332
30208,3,2758.98855,1186.8008,2008.08275,1322.17495,1505.93045,5004.7204,68.33015
30208,2,2755.68335,1169.5064,1985.3628,1315.0453,1498.9075,4966.39265,68.5133
30208,1,2757.8983,1158.4987,1970.98245,1314.91405,1498.1126,4952.72965,68.46035
30208,0,2764.217,1151.44205,1918.5328,1309.0839,1488.673,4934.9146,68.4312
30204,4,2734.1836,1242.35295,2060.66285,1309.5063,1500.9,5056.47205,70.74765
30204,3,2741.46885,1182.0801,2041.7524,1307.51705,1501.19155,5028.36725,68.88185
30204,2,2746.7044,1131.24995,2028.1554,1310.4253,1499.61735,5008.4315,68.9015
30204,1,2744.395,1125.7101,2019.4261,1308.03955,1496.6978,4994.61145,68.8506
30204,0,2749.39295,1118.0042,2003.08585,1314.1052,1494.65235,4896.43695,68.68895
30203,4,2749.76855,1147.0283,1971.60865,1303.51475,1487.90695,4901.5502,68.668
30203,3,2747.21225,1142.7503,1957.56665,1306.35555,1488.131,4892.58165,68.60335
30203,2,2746.02805,1134.3281,1944.4543,1302.30005,1483.1268,4863.7648,66.34075
30203,1,2750.7689,1116.28815,1861.9746,1301.41155,1471.8397,4857.51495,66.3675
30203,0,2753.3099,1100.0301,1852.1843,1300.7999,1472.78415,4837.03095,66.3457
30197,4,2748.08785,1144.75005,1949.8498,1300.2018,1480.56615,4840.10745,68.277
30197,3,2748.6289,1143.1158,1945.32145,1300.5923,1482.5511,4838.16935,68.1883
30197,2,2749.56475,1138.566,1933.2042,1302.3354,1480.25825,4830.78805,66.18565
30197,1,2757.19505,1133.2252,1846.9446,1300.382,1474.70235,4830.4578,66.2235
30197,0,2766.61075,1090.14795,1838.205,1306.8367,1474.5618,4830.5936,66.29075
30195,4,2759.67545,1153.9369,2031.2351,1323.31935,1512.21525,5076.813,68.90945
30195,3,2753.9806,1140.92805,2013.28615,1314.2094,1500.73815,5005.59165,68.85145
30195,2,2749.46785,1126.6191,1995.86525,1307.14025,1492.95865,4945.65875,68.8706
30195,1,2747.53635,1120.40325,1982.6456,1304.30655,1489.63985,4932.277,68.6202
30195,0,2754.2978,1114.40275,1927.5579,1301.18535,1484.6069,4928.71795,68.5751
30191,4,2767.4099,1134.92805,1949.38795,1315.95415,1490.1789,4897.71225,63.8532
30191,3,2758.4247,1131.17805,1936.72585,1313.4666,1486.03165,4884.29875,63.626
30191,2,2758.3653,1116.34975,1915.91535,1308.0901,1483.09865,4848.44795,63.77185
30191,1,2763.6112,1095.49995,1905.5825,1308.4388,1481.47995,4839.334,63.88025
30191,0,2763.78015,1082.46765,1901.8603,1308.53475,1479.3069,4821.8797,64.0061
30183,4,2716.97315,1201.82145,2009.25995,1287.69925,1482.4129,4996.08715,69.9165
30183,3,2723.1374,1199.49715,2006.25295,1286.6608,1486.23955,4998.1437,68.05495
30183,2,2726.34135,1186.9894,1989.0282,1287.14415,1482.2162,4969.84135,63.52925
30183,1,2728.7667,1180.32725,1979.85455,1288.34525,1478.88695,4959.92165,63.46075
30183,0,2736.16895,1173.2405,1966.32125,1289.6574,1479.1104,4861.6987,63.61885
30175,4,2738.10165,1200.5615,2030.9171,1304.59925,1492.5583,5020.59015,76.31075
30175,3,2742.57115,1194.67885,2023.512,1307.26625,1494.40665,4940.4813,71.87545
30175,2,2751.3547,1176.9269,1997.2808,1311.3262,1491.4526,4847.23805,71.83665
30175,1,2752.9373,1164.44895,1980.013,1306.86225,1489.0877,4834.68905,69.3632
30175,0,2755.86305,1116.4334,1966.05135,1312.42485,1486.6212,4826.5988,69.09435
30171,4,2755.05485,1129.68535,2007.1739,1319.7189,1503.3016,4953.75155,61.53835
30171,3,2754.83205,1125.5966,1963.9638,1311.37985,1492.20385,4933.409,61.5007
30171,2,2756.9236,1121.5764,1910.35825,1308.56655,1486.13355,4916.51395,61.40315
30171,1,2769.08395,1102.59525,1871.66055,1310.0842,1484.3819,4893.1643,61.64475
30171,0,2763.7117,1092.65745,1853.4148,1305.5269,1478.24225,4860.4434,61.7697
30169,4,2755.08785,1128.9538,2025.18325,1317.07455,1503.72875,4967.46795,68.72805
30169,3,2757.04405,1129.47035,1980.71215,1312.5707,1495.29215,4969.1224,68.6411
