30285,4,3026.25685,1208.72835,2979.99425,2084.74125,2065.77785,7897.3046,58.20135
30285,3,3018.77185,1209.8522,2968.90915,1971.2126,2064.8897,7834.6481,58.23125
30285,2,3018.3059,1209.6818,2957.92495,1931.31965,2060.528,7806.3578,49.072
30285,1,3004.1713,1208.7948,2944.16735,1904.23305,2059.96325,7773.54345,48.92365
30285,0,2987.23775,1207.16655,2937.1255,1875.14265,2062.0341,7733.1568,48.726
30284,4,2974.9441,1204.8268,2816.3195,1873.95515,2044.588,7735.98145,40.8953
30284,3,2970.1895,1204.01095,2806.92935,1856.5853,2041.0158,7684.8262,40.87125
30284,2,2964.06355,1198.1897,2799.83585,1840.59465,2035.85415,7652.60355,40.87255
30284,1,2947.8722,1192.4117,2772.76675,1806.8273,2029.61585,7572.96425,40.82265
30284,0,2935.88205,1189.37525,2758.412,1783.616,2022.0519,7538.08025,40.76955
30271,4,3254.23235,1220.47995,3016.28925,1962.38195,2100.94625,7942.572,67.6279
30271,3,3252.28895,1219.36805,2997.59885,1957.78175,2099.9517,7925.4965,56.42035
30271,2,3233.9418,1213.42385,2968.9544,1937.88675,2086.69225,7888.4195,56.4478
30271,1,3215.34945,1212.84685,2964.215,1924.04075,2083.8484,7859.03815,47.862
30271,0,3207.05765,1213.49865,2964.4145,1917.1647,2074.7815,7839.18645,47.74575
30270,4,3253.70425,1214.4992,2998.66895,1954.15575,2092.98915,7903.68675,66.3539
30270,3,3127.7086,1211.7031,3003.8453,1942.1978,2081.3376,7894.6036,55.77665
30270,2,3111.8679,1210.8529,2999.58845,1922.10675,2073.54795,7871.2637,55.72875
30270,1,3106.5577,1206.2849,2969.47335,1912.6727,2069.112,7840.2231,47.204
30270,0,3104.165,1206.14375,2963.87375,1905.11985,2061.97045,7821.74295,47.19415
30264,4,3153.2018,1201.1504,2914.64865,2036.78715,2062.3754,7926.4959,53.86965
30264,3,3138.07245,1202.4579,2903.3374,2001.7462,2068.8763,7907.0222,46.10145
30264,2,3125.55205,1205.1202,2899.4072,1971.822,2067.4727,7878.26025,46.12375
30264,1,3122.87565,1205.56665,2891.0032,1941.55375,2072.7058,7849.68985,46.03835
30264,0,3117.5924,1200.37935,2880.9043,1917.64155,2070.4093,7803.4701,45.9973
30252,4,3207.70255,1215.9231,2839,1959.84485,2094.4958,7848.3805,51.524
30252,3,3199.3428,1215.3716,2827.1725,1932.16725,2089.4745,7808.3275,44.13795
30252,2,3186.15805,1216.3852,2824.98405,1914.47975,2088.28115,7789.7875,24.01455
30252,1,3187.33555,1215.906,2819.89925,1893.0041,2088.34385,7771.03115,24.0232
30252,0,3164.7769,1206.63475,2802.4323,1871.84345,2079.2254,7716.2785,24.0082
30251,4,3132.867,1212.2614,2848.36275,2009.11205,2033.10905,7626.21185,41.8581
30251,3,3091.93495,1207.38075,2811.0827,1956.21295,2012.27775,7529.24245,41.87095
30251,2,3060.1257,1198.6045,2783.5895,1907.6371,1998.22085,7448.6227,41.8133
30251,1,3064.2958,1199.11205,2774.86905,1892.9505,2004.01425,7437.13625,41.7218
30251,0,3059.8373,1194.376,2769.6005,1868.983,2000.2907,7401.70095,41.67365
30249,4,2994.38385,1208.9245,2964.7901,2040.96365,2062.1303,7820.2819,53.11635
30249,3,2970.7731,1202.77505,2934.2981,1996.3913,2045.31215,7747.04115,45.4151
30249,2,2947.92615,1193.258,2902.01955,1943.84765,2022.1889,7642.09265,45.40545
30249,1,2944.9757,1192.4192,2891.0463,1930.75695,2024.9601,7630.92755,45.3349
30249,0,2942.0664,1191.95925,2773.63575,1914.50655,2024.956,7603.95905,45.35325
30237,4,3194.8924,1210.47785,2823.3383,1965.45145,2078.3289,7816.7389,50.047
30237,3,3170.60245,1208.3592,2800.4864,1907.6019,2065.99885,7731.3382,43.2721
30237,2,3140.8371,1203.5173,2775.5891,1861.3302,2051.02455,7649.3828,43.2505
30237,1,3142.70335,1204.8611,2770.538,1838.102,2053.3952,7638.14575,43.2175
30237,0,3146.2147,1206.19735,2772.86815,1805.92725,2062.6427,7460.9559,43.15525
30232,4,3012.27025,1214.8747,3214.2764,1897.28945,2070.60125,7885.6886,46.66985
30232,3,2992.2714,1208.7544,3167.0986,1843.59175,2058.2537,7793.6915,40.9462
30232,2,2965.94595,1197.77735,3121.69885,1793.20245,2035.2097,7706.08025,40.8504
30232,1,2963.54765,1196.58245,3114.51725,1779.20325,2033.20335,7677.9509,40.7994
30232,0,2971.1145,1197.40455,3103.18,1757.22825,2038.4556,7493.8809,40.78665
30225,4,3079.83245,1207.7115,2809.7,1902.6804,2055.09935,7546.66565,29.5211
30225,3,3075.49065,1207.4979,2798.4668,1874.9306,2055.50875,7532.8222,29.54125
30225,2,3072.28775,1202.245,2791.47545,1841.404,2052.2554,7505.3588,29.5483
30225,1,3073.332,1201.05005,2791.70015,1827.548,2053.40715,7496.65845,29.51565
30225,0,3076.11605,1202.72435,2795.11925,1755.3873,2051.89645,7476.85215,29.49985
30223,4,3047.96955,1219.55575,2884.63875,1989.2617,2090.32705,7965.09745,40.875
30223,3,3050.59185,1219.11495,2883.69055,1972.5087,2088.7345,7933.00295,36.80885
30223,2,3049.3629,1217.92695,2870.3984,1953.39715,2091.3709,7921.7371,21.81395
30223,1,3045.223,1218.18845,2868.7154,1938.5046,2086.4092,7897.35125,21.817
30223,0,3050.20695,1220.0221,2870.477,1909.6935,2088.90005,7693.3116,21.8475
30219,4,3179.94295,1207.98975,2939.67285,1947.9754,2068.6244,7782.53,38.37355
30219,3,3175.5902,1208.51765,2929.759,1920.36825,2071.9503,7759.9481,38.34845
30219,2,3162.5095,1209.64735,2925.0695,1898.96445,2068.49465,7739.67895,38.335
30219,1,3157.0435,1210.13465,2911.628,1867.25385,2072.19985,7709.83655,38.2966
30219,0,3154.07015,1212.1027,2910.5681,1835.17875,2075.6792,7515.27205,38.2473
30216,4,3101.38115,1201.61495,2800.12675,1912.64055,2058.84065,7524.4027,37.03875
30216,3,3085.0993,1201.17235,2790.34255,1900.6187,2057.29895,7509.2956,37.0367
30216,2,3074.0237,1201.56395,2792.6089,1887.0557,2056.7898,7496.23915,30.3952
30216,1,3059.02645,1196.2813,2769.75665,1852.60455,2045.22335,7427.996,30.36545
30216,0,3037.82365,1191.73765,2749.11795,1820.61325,2031.1086,7366.9368,30.32675
30214,4,3022.9482,1215.3695,2993.91755,1938.14745,2072.47235,8029.52055,46.6313
30214,3,3018.7463,1211.8252,2989.0241,1911.6844,2072.8062,7988.47665,40.79385
30214,2,3007.7116,1210.6447,2968.06425,1883.6597,2068.86925,7945.1498,23.02965
30214,1,3000.7554,1208.4875,2949.43315,1855.05205,2059.24745,7892.6437,23.0124
30214,0,2990.2812,1205.86215,2817.10615,1831.0954,2057.59385,7858.7679,23.05485
30202,4,3068.12485,1205.58075,3020.8261,1935.6756,2054.1414,7559.2572,37.0692
30202,3,3066.57435,1206.0794,3018.4142,1860.475,2055.7495,7544.7914,37.03325
30202,2,3066.7093,1206.88835,3015.2526,1786.73075,2058.72405,7533.66135,30.38865
30202,1,3047.75195,1203.16925,2987.26325,1748.90355,2044.6311,7463.8552,30.3534
30202,0,3026.66975,1199.4261,2965.9556,1716.15975,2032.5953,7403.71885,30.33575
30200,4,2977.9156,1206.7323,2842.5583,1919.416,2057.281,7553.07165,30.38745
30200,3,2979.9454,1205.7178,2823.5607,1914.7489,2054.28515,7544.58435,30.36875
30200,2,2976.98885,1206.40345,2803.7824,1892.47805,2057.512,7525.74785,30.32215
30200,1,2977.16605,1206.48375,2804.6042,1871.98145,2054.6513,7496.7904,30.36135
30200,0,2969.72885,1199.55095,2783.62395,1853.6836,2047.4693,7457.1896,30.349
30194,4,2992.00125,1206.72645,2945.33095,1855.22215,2056.08685,7574.7388,37.0651
30194,3,2981.76165,1208.3755,2944.3796,1853.16505,2056.06255,7565.5148,37.07765
