30263,4,2669.351,2063.6225,1605.8293,1472.50755,1413.59965,6244.41425,51.77305
30263,3,2678.82695,2062.9233,1595.3124,1476.95595,1416.46785,6176.10125,51.9516
30263,2,2680.00145,2056.48305,1580.42005,1475.18625,1411.7063,6094.7868,52.13965
30263,1,2679.1775,2051.95035,1403.14725,1474.87805,1411.45345,6089.0216,52.2364
30263,0,2676.43415,2047.4143,1385.7148,1473.89925,1407.8246,6073.83095,52.0371
30256,4,2692.79025,2215.4381,1781.62755,1474.1839,1431.2931,6482.0828,56.4602
30256,3,2689.73025,2185.963,1693.1578,1473.6779,1425.7409,6397.93435,54.70025
30256,2,2680.80375,2161.55395,1614.4573,1471.03425,1418.50385,6346.2118,54.4878
30256,1,2685.76615,2151.84865,1588.25845,1473.7087,1419.2572,6300.53785,54.55485
30256,0,2689.14925,2143.1332,1538.5305,1479.70365,1421.0734,6208.4278,54.23115
30250,4,2712.0474,2192.9284,1788.6794,1493.1483,1436.01045,6421.5295,57.918
30250,3,2717.4056,2190.6468,1655.1084,1496.4353,1437.48975,6382.215,55.6242
30250,2,2710.2531,2180.96705,1525.07035,1494.2059,1437.01425,6362.4752,55.55925
30250,1,2708.1005,2169.7584,1500.10775,1495.1982,1434.2395,6322.0597,55.46705
30250,0,2706.70735,2163.59815,1470.26005,1494.8328,1431.3734,6231.94275,54.97175
30245,4,2717.6534,2195.48575,1807.60915,1497.61725,1437.89655,6436.64135,58.3736
30245,3,2718.56555,2178.90015,1756.24805,1497.27055,1436.12565,6353.56435,55.9922
30245,2,2720.2167,2173.43415,1728.07145,1494.43175,1432.9682,6272.88765,55.9513
30245,1,2713.9548,2159.70415,1697.92725,1492.3949,1429.46075,6254.3836,55.9082
30245,0,2716.5642,2149.6071,1648.3451,1491.75925,1428.3119,6164.16365,55.5024
30243,4,2676.0296,2146.1522,1608.58625,1472.46795,1414.81605,6166.2462,54.46425
30243,3,2672.85345,2137.7688,1586.64375,1472.368,1408.77785,6135.6084,54.52695
30243,2,2666.27055,2130.26155,1571.52655,1470.8227,1403.5241,6096.9513,54.53195
30243,1,2664.02645,2123.00635,1422.11485,1470.9373,1402.58255,6096.9351,54.47375
30243,0,2669.02,2120.6906,1414.92185,1471.56895,1401.4504,6025.6858,54.6222
30234,4,2674.2989,2187.88025,1724.8191,1470.0241,1421.89815,6478.1151,58.031
30234,3,2689.2486,2176.98025,1661.65305,1476.87965,1427.3999,6369.9724,55.3998
30234,2,2691.73335,2162.16445,1595.4272,1482.3885,1426.4647,6270.4327,54.99
30234,1,2685.2412,2135.9741,1533.3203,1478.30655,1420.58375,6196.47045,54.91
30234,0,2672.2366,2113.44835,1481.43135,1473.7066,1411.2613,6152.70095,54.71305
30231,4,2693.73585,2146.02265,1504.91445,1485.61815,1418.009,6096.07065,54.61615
30231,3,2682.1421,2126.29745,1479.2886,1476.8254,1412.5046,6064.5305,54.47335
30231,2,2668.9772,2107.02575,1443.9213,1472.67725,1404.18315,6027.5989,54.2209
30231,1,2666.6979,2037.07475,1364.8718,1472.1819,1403.0748,6016.6501,54.20805
30231,0,2665.3549,2026.1349,1360.91845,1471.22725,1400.8142,6010.57845,54.0524
30228,4,2695.73375,2220.53045,1792.1886,1480.4602,1429.1031,6413.58765,57.6695
30228,3,2679.3759,2180.33635,1672.03135,1473.3651,1421.80805,6316.9292,55.26495
30228,2,2660.368,2145.58705,1577.6936,1464.86895,1409.1414,6245.41025,54.89285
30228,1,2667.97205,2139.2188,1555.29025,1467.2594,1410.2128,6203.7974,54.8665
30228,0,2664.36825,2128.69275,1525.1951,1470.07575,1407.17435,6121.41625,54.50445
30222,4,2705.2162,2278.5917,1622.99235,1484.55815,1435.0497,6335.96925,57.97985
30222,3,2695.97805,2245.22285,1546.83305,1481.02445,1427.46645,6288.92325,55.67155
30222,2,2682.22585,2219.21375,1491.04955,1474.7494,1416.4184,6211.5764,55.4175
30222,1,2681.79095,2203.63645,1467.0526,1473.9367,1414.66895,6189.0344,55.3171
30222,0,2684.6089,2134.08675,1447.56115,1476.7192,1413.1342,6158.92635,55.2087
30208,4,2724.1726,2157.4191,1725.5303,1500.52085,1442.5904,6391.9116,56.44245
30208,3,2715.188,2139.5831,1657.08445,1495.26555,1439.1744,6318.3727,54.4884
30208,2,2703.9957,2121.0659,1602.1637,1490.93415,1429.70715,6274.80365,54.4427
30208,1,2708.33895,2117.305,1583.33575,1494.0575,1431.9952,6235.8485,54.4672
30208,0,2707.6679,2112.65475,1469.80705,1496.38235,1431.38755,6225.5537,54.30325
30204,4,2683.665,2219.33895,1762.91645,1472.99575,1420.45975,6348.3884,56.93285
30204,3,2683.93755,2144.6073,1737.6357,1476.96875,1418.6741,6306.56545,54.9479
30204,2,2683.2349,2070.46195,1717.1263,1476.26675,1417.8459,6289.2308,54.95965
30204,1,2686.97895,2064.7421,1701.8377,1478.5071,1417.30965,6256.1936,54.96435
30204,0,2686.2499,2063.5366,1665.2722,1480.7671,1418.35165,6170.45105,54.5809
30203,4,2677.959,2091.12305,1581.08765,1474.8814,1414.0015,6176.08025,54.0734
30203,3,2677.0576,2081.13875,1561.57685,1473.64185,1410.80345,6144.72805,54.2278
30203,2,2667.76215,2070.8567,1537.8921,1468.5113,1400.5353,6064.51105,52.2308
30203,1,2663.7698,2051.0547,1388.11105,1469.2695,1398.27235,6056.679,52.15955
