10001	スペシャルウィーク	根性	1	133	138	148	140	141	710	700	710	750	700	7	1	2	5	7	7	1	7	7	5
10002	サイレンススズカ	スピード	1	151	134	127	150	138	750	700	720	700	700	7	1	4	7	7	3	7	5	3	1
10003	トウカイテイオー	スピード	1	140	139	133	142	146	750	700	720	700	700	7	1	2	3	7	6	4	7	5	3
10004	マルゼンスキー	スピード	1	146	118	136	150	150	750	700	720	700	700	7	4	6	7	6	5	7	3	1	1
10005	オグリキャップ	パワー	1	151	116	156	134	143	700	720	750	700	700	7	6	3	7	7	6	2	7	7	4
10006	ゴールドシップ	スタミナ	1	137	151	155	131	126	700	750	700	720	700	7	1	1	5	7	7	1	6	6	7
10007	ウオッカ	パワー	1	152	114	161	129	144	700	720	750	700	700	7	1	2	7	7	2	5	6	7	2
10008	タイキシャトル	スピード	1	146	121	148	143	142	750	700	720	700	700	7	5	7	7	3	1	5	7	3	1
10009	グラスワンダー	根性	1	146	124	155	129	146	710	700	710	750	700	7	1	1	7	6	7	2	7	7	2
10010	メジロマックイーン	スタミナ	1	121	161	121	153	144	700	750	700	720	700	7	3	1	2	7	7	6	7	4	2
10011	エルコンドルパサー	パワー	1	140	130	135	149	146	700	720	750	700	700	7	6	2	7	7	6	3	7	7	5
10012	テイエムオペラオー	スタミナ	1	125	158	125	152	140	700	750	700	720	700	7	3	1	3	7	7	5	7	7	1
10013	シンボリルドルフ	賢さ	1	136	141	133	146	144	720	700	700	700	750	7	1	3	5	7	7	6	7	7	5
10014	セイウンスカイ	スタミナ	1	148	148	138	133	133	700	750	700	720	700	7	1	1	5	7	7	7	6	4	3
10015	ライスシャワー	スタミナ	1	121	167	120	152	140	700	750	700	720	700	7	1	3	5	7	7	6	7	5	1
10016	ウイニングチケット	根性	1	148	126	152	133	141	710	700	710	750	700	7	1	1	2	7	6	1	6	7	1
10017	ゴールドシチー	スピード	1	139	142	144	142	133	750	700	720	700	700	7	4	2	7	6	6	2	7	7	2
10018	サクラバクシンオー	スピード	1	148	110	155	145	142	750	700	720	700	700	7	1	7	6	1	1	7	7	2	1
10019	スーパークリーク	スタミナ	1	119	156	125	156	144	700	750	700	720	700	7	1	1	1	7	7	4	7	6	1
10020	ハルウララ	根性	1	144	115	150	147	144	710	700	710	750	700	1	7	7	6	1	1	1	1	7	5
10023	ダイワスカーレット	賢さ	1	139	131	134	150	146	720	700	700	700	750	7	1	2	7	7	6	7	7	3	1
10024	ヒシアマゾン	パワー	1	143	134	155	132	136	700	720	750	700	700	7	3	4	7	7	6	1	6	5	7
10025	エアグルーヴ	根性	1	141	136	136	142	145	710	700	710	750	700	7	1	5	6	7	3	4	7	7	1
10026	アグネスデジタル	パワー	1	135	141	133	150	141	700	720	750	700	700	7	7	2	7	7	1	1	7	7	6
10027	タマモクロス	スタミナ	1	146	132	149	129	144	700	750	700	720	700	7	3	1	2	7	7	1	7	6	7
10028	ファインモーション	賢さ	1	141	135	138	138	148	720	700	700	700	750	7	1	2	7	7	5	4	7	5	3
10029	ビワハヤヒデ	パワー	1	135	143	132	143	147	700	720	750	700	700	7	2	2	5	7	7	3	7	6	3
10030	マヤノトップガン	スタミナ	1	127	156	121	151	145	700	750	700	720	700	7	3	4	4	7	7	7	7	6	5
10031	マンハッタンカフェ	スタミナ	1	133	148	144	136	139	700	750	700	720	700	7	1	1	1	5	7	1	5	7	5
10032	ミホノブルボン	パワー	1	146	122	142	152	138	700	720	750	700	700	7	1	5	6	7	6	7	3	1	1
10033	メジロライアン	パワー	1	148	124	156	130	142	700	720	750	700	700	7	1	3	5	7	6	2	7	7	2
10034	ユキノビジン	根性	1	139	142	130	148	141	710	700	710	750	700	7	4	5	7	7	5	5	7	2	1
10035	アイネスフウジン	根性	1	147	142	132	144	135	710	700	710	750	700	7	1	2	7	7	3	7	7	1	1
10036	アグネスタキオン	賢さ	1	142	135	135	138	150	720	700	700	700	750	7	1	1	4	7	6	3	7	6	2
10037	エアシャカール	賢さ	1	152	132	152	121	143	720	700	700	700	750	7	1	2	5	7	7	2	5	7	6
10038	エイシンフラッシュ	スピード	1	150	133	143	132	142	750	700	720	700	700	7	1	1	2	7	7	1	6	7	5
10039	スマートファルコン	パワー	1	144	135	135	150	136	700	720	750	700	700	3	7	6	7	7	3	7	4	1	1
10040	ナリタタイシン	スピード	1	146	132	149	129	144	750	700	720	700	700	7	1	2	4	7	7	1	2	6	7
10041	ニシノフラワー	スピード	1	141	131	141	144	143	750	700	720	700	700	7	2	7	7	4	1	2	7	7	1
10042	ビコーペガサス	スピード	1	146	117	154	136	147	750	700	720	700	700	7	3	7	6	1	1	1	6	7	3
10043	マーベラスサンデー	賢さ	1	150	134	146	124	146	720	700	700	700	750	7	2	1	1	7	6	1	6	7	5
10044	マチカネフクキタル	賢さ	1	137	141	149	141	132	720	700	700	700	750	7	2	2	5	7	7	1	6	7	2
10045	メイショウドトウ	根性	1	143	145	135	146	131	710	700	710	750	700	7	3	1	2	7	7	2	7	6	3
10046	メジロドーベル	賢さ	1	151	133	149	126	141	720	700	700	700	750	7	1	3	7	7	2	5	6	7	1
10047	ナイスネイチャ	根性	1	147	131	150	128	144	710	700	710	750	700	7	1	1	5	7	7	2	6	7	4
10048	キングヘイロー	スピード	1	148	117	154	132	149	750	700	720	700	700	7	1	7	6	6	5	1	6	7	4
10049	フジキセキ	賢さ	1	146	138	147	132	137	720	700	700	700	750	7	2	6	7	6	3	5	7	5	1
10050	スイープトウショウ	スピード	1	151	127	155	122	145	750	700	720	700	700	7	1	3	7	7	5	1	3	7	7
10051	ツインターボ	スピード	1	143	138	135	146	138	750	700	720	700	700	7	3	3	6	7	5	7	1	1	1
10052	ダイタクヘリオス	パワー	1	148	122	151	151	128	700	720	750	700	700	7	1	5	7	6	3	7	6	1	1
10053	イクノディクタス	賢さ	1	146	129	143	135	147	720	700	700	700	750	7	1	2	6	7	5	2	6	7	2
10054	メジロパーマー	根性	1	146	146	125	149	134	710	700	710	750	700	7	1	1	2	7	7	7	3	2	1
10055	キタサンブラック	スピード	1	141	149	121	149	140	750	700	720	700	700	7	1	3	3	7	7	7	6	5	1
10056	サトノダイヤモンド	スタミナ	1	141	137	145	130	147	700	750	700	720	700	7	1	2	4	7	7	1	4	7	6
10057	マチカネタンホイザ	根性	1	141	138	143	138	140	710	700	710	750	700	7	1	1	2	7	7	2	7	7	3
10058	ヤエノムテキ	パワー	1	141	148	128	147	136	700	720	750	700	700	7	4	3	6	7	4	2	7	6	2
10059	ゼンノロブロイ	スタミナ	1	138	138	143	138	143	700	750	700	720	700	7	1	2	3	7	7	1	7	7	3
10061	シーキングザパール	根性	1	147	118	149	135	151	710	700	710	750	700	7	2	7	7	2	1	1	5	7	6
10062	サクラチヨノオー	スタミナ	1	142	137	130	147	144	700	750	700	720	700	7	1	1	7	7	2	6	7	2	1
10063	カワカミプリンセス	スピード	1	150	121	157	132	140	750	700	720	700	700	7	1	5	4	7	4	1	5	7	4
10064	ヒシアケボノ	根性	1	149	110	158	141	142	710	700	710	750	700	7	2	7	6	2	1	6	7	5	1
10065	バンブーメモリー	パワー	1	146	128	155	137	134	700	720	750	700	700	7	4	7	7	6	1	1	3	7	5
10066	シンコウウインディ	スピード	1	139	130	151	148	132	750	700	720	700	700	3	7	5	7	6	1	1	7	6	2
10067	ナカヤマフェスタ	スタミナ	1	150	142	157	121	130	700	750	700	720	700	7	1	2	4	7	5	1	5	7	4
10068	イナリワン	パワー	1	138	150	159	124	129	700	720	750	700	700	7	7	2	6	7	7	1	6	5	7
10069	メジロアルダン	賢さ	1	142	145	139	130	144	700	750	700	720	700	7	2	3	4	7	5	5	7	5	1
10070	トーセンジョーダン	スタミナ	1	139	148	125	151	137	720	700	700	700	750	7	1	1	1	7	6	4	7	7	1
10071	シリウスシンボリ	根性	1	143	143	137	146	131	710	700	710	750	700	7	1	1	5	7	5	3	7	5	3
10072	ナリタブライアン	スピード	1	143	139	150	139	129	720	700	700	700	750	7	1	2	6	7	7	1	7	7	4
10073	カレンチャン	賢さ	1	147	108	157	141	147	720	700	700	700	750	7	2	7	4	1	1	6	7	3	1
10075	アドマイヤベガ	パワー	1	146	129	158	119	148	700	720	750	700	700	7	1	2	5	7	5	1	1	7	7
10076	メジロブライト	スタミナ	1	139	157	137	117	150	700	750	700	720	700	7	1	2	5	7	7	1	5	7	7
10077	ナリタトップロード	スピード	1	136	161	129	132	142	750	700	720	700	700	7	1	1	4	7	7	2	7	6	4
10078	ミスターシービー	賢さ	1	157	131	165	126	121	720	700	700	700	750	7	1	1	7	7	7	1	3	6	7
10079	ダイイチルビー	パワー	1	153	123	158	131	135	700	720	750	700	700	7	1	7	7	3	1	1	6	7	7
10080	ケイエスミラクル	根性	1	161	114	144	141	140	710	700	710	750	700	7	1	7	6	1	1	3	7	6	5
10081	ツルマルツヨシ	根性	1	146	140	131	137	146	710	700	710	750	700	7	2	2	4	7	6	1	7	7	3
10082	シンボリクリスエス	スタミナ	1	152	137	152	122	137	700	750	700	720	700	7	1	1	3	7	7	1	7	7	4
10084	タニノギムレット	パワー	1	150	135	161	119	135	700	720	750	700	700	7	2	2	7	7	2	1	4	6	7
10085	サクラローレル	スタミナ	1	135	145	135	148	137	700	750	700	720	700	7	3	1	5	7	7	1	5	7	6
10086	ヤマニンゼファー	根性	1	147	133	131	147	142	710	700	710	750	700	7	4	6	7	7	1	3	7	5	1
10087	アストンマーチャン	スピード	1	149	123	147	148	133	750	700	720	700	700	7	1	7	6	1	1	7	7	1	1
10088	メジロラモーヌ	賢さ	1	152	135	146	124	143	720	700	700	700	750	7	2	6	7	7	2	1	7	7	2
10089	ジャングルポケット	スピード	1	149	140	155	123	133	750	700	720	700	700	7	1	1	5	7	6	1	4	7	6
10090	ホッコータルマエ	スタミナ	1	142	150	123	134	151	700	750	700	720	700	1	7	2	7	7	3	6	7	1	1
10091	カツラギエース	スピード	1	150	142	133	145	130	750	700	720	700	700	7	1	3	6	7	5	7	7	3	1
10092	コパノリッキー	根性	1	145	136	144	135	140	750	700	720	700	700	2	7	5	7	7	1	7	7	5	1
10093	ワンダーアキュート	パワー	1	130	127	131	156	156	700	720	750	700	700	1	7	4	7	7	3	5	7	5	3
10095	タップダンスシチー	根性	1	155	140	131	152	122	710	700	710	750	700	7	1	1	2	7	6	7	6	2	1
10096	スティルインラブ	スピード	1	143	132	153	134	138	750	700	720	700	700	7	1	5	7	7	1	1	7	7	2
10097	ヴィルシーナ	根性	1	147	127	126	159	141	710	700	710	750	700	7	1	5	7	7	1	7	7	3	1
10098	サウンズオブアース	スタミナ	1	142	130	149	133	146	700	750	700	720	700	7	1	1	2	7	7	1	6	7	3
10099	ヴィブロス	根性	1	153	130	156	126	135	710	700	710	750	700	7	1	3	7	7	1	1	4	7	2
10100	ロイスアンドロイス	パワー	1	140	136	137	135	152	700	720	750	700	700	7	1	1	6	7	2	3	7	7	1
10101	ドゥラメンテ	スピード	1	167	142	157	108	126	750	700	720	700	700	7	1	1	7	7	5	1	5	7	6
10102	ノースフライト	賢さ	1	152	118	146	148	136	720	700	700	700	750	7	1	5	7	6	1	4	7	4	5
10103	オルフェーヴル	根性	1	160	151	156	110	123	710	700	710	750	700	7	4	1	5	7	7	1	2	7	7
10105	シュヴァルグラン	スタミナ	1	136	162	126	140	136	700	750	700	720	700	7	1	1	1	7	7	1	7	6	2
10106	ネオユニヴァース	賢さ	1	142	130	144	122	162	720	700	700	700	750	7	1	2	6	7	6	2	7	7	5
10107	ヒシミラクル	スタミナ	1	140	148	144	136	132	700	750	700	720	700	7	1	1	1	7	7	1	5	7	6
10108	ダンツフレーム	賢さ	1	144	135	158	128	135	720	700	700	700	750	7	2	3	6	7	4	1	7	6	4
10110	エスポワールシチー	パワー	1	152	127	138	136	147	700	720	750	700	700	3	7	7	7	6	1	7	7	2	1
10113	ジェンティルドンナ	スピード	1	165	132	150	127	126	750	700	720	700	700	7	1	1	7	7	6	3	7	7	4
10114	ラインクラフト	根性	1	145	134	142	145	134	710	700	710	750	700	7	1	7	7	6	1	3	7	5	1
10117	ノーリーズン	根性	1	151	131	150	145	123	710	700	710	750	700	7	1	1	6	7	5	1	4	7	2
10118	ブエナビスタ	根性	1	133	120	158	151	138	710	700	710	750	700	7	1	1	7	7	6	1	6	7	7
20001	フジキセキ	賢さ	2	146	138	147	132	137	720	700	700	700	750	7	2	6	7	6	3	5	7	5	1
20002	ダイワスカーレット	賢さ	2	139	131	134	150	146	720	700	700	700	750	7	1	2	7	7	6	7	7	3	1
20003	ヒシアマゾン	パワー	2	143	134	155	132	136	700	720	750	700	700	7	3	4	7	7	6	1	6	5	7
20004	エアグルーヴ	根性	2	141	136	136	142	145	710	700	710	750	700	7	1	5	6	7	3	4	7	7	1
20005	アグネスデジタル	パワー	2	135	141	133	150	141	700	720	750	700	700	7	7	2	7	7	1	1	7	7	6
20006	ビワハヤヒデ	パワー	2	135	143	132	143	147	700	720	750	700	700	7	2	2	5	7	7	3	7	6	3
20007	マヤノトップガン	スタミナ	2	127	156	121	151	145	700	750	700	720	700	7	3	4	4	7	7	7	7	6	5
20008	マンハッタンカフェ	スタミナ	2	133	148	144	136	139	700	750	700	720	700	7	1	1	1	5	7	1	5	7	5
20009	ミホノブルボン	パワー	2	146	122	142	152	138	700	720	750	700	700	7	1	5	6	7	6	7	3	1	1
20010	メジロライアン	パワー	2	148	124	156	130	142	700	720	750	700	700	7	1	3	5	7	6	2	7	7	2
20011	ユキノビジン	根性	2	139	142	130	148	141	710	700	710	750	700	7	4	5	7	7	5	5	7	2	1
20012	アグネスタキオン	賢さ	2	142	135	135	138	150	720	700	700	700	750	7	1	1	4	7	6	3	7	6	2
20013	エイシンフラッシュ	スピード	2	150	133	143	132	142	750	700	720	700	700	7	1	1	2	7	7	1	6	7	5
20014	ナリタタイシン	スピード	2	146	132	149	129	144	750	700	720	700	700	7	1	2	4	7	7	1	2	6	7
20015	マーベラスサンデー	賢さ	2	150	134	146	124	146	720	700	700	700	750	7	2	1	1	7	6	1	6	7	5
20016	マチカネフクキタル	賢さ	2	137	141	149	141	132	720	700	700	700	750	7	2	2	5	7	7	1	6	7	2
20017	メイショウドトウ	根性	2	143	145	135	146	131	710	700	710	750	700	7	3	1	2	7	7	2	7	6	3
20018	メジロドーベル	賢さ	2	151	133	149	126	141	720	700	700	700	750	7	1	3	7	7	2	5	6	7	1
20019	ナイスネイチャ	根性	2	147	131	150	128	144	710	700	710	750	700	7	1	1	5	7	7	2	6	7	4
20020	キングヘイロー	スピード	2	148	117	154	132	149	750	700	720	700	700	7	1	7	6	6	5	1	6	7	4
20022	タマモクロス	根性	2	146	132	149	129	144	710	700	710	750	700	7	3	1	2	7	7	1	7	6	7
20023	スイープトウショウ	スピード	2	151	127	155	122	145	750	700	720	700	700	7	1	3	7	7	5	1	3	7	7
20024	ダイタクヘリオス	パワー	2	148	122	151	151	128	700	720	750	700	700	7	1	5	7	6	3	7	6	1	1
20025	イクノディクタス	賢さ	2	146	129	143	135	147	720	700	700	700	750	7	1	2	6	7	5	2	6	7	2
20026	ナイスネイチャ	賢さ	2	147	131	150	128	144	720	700	700	700	750	7	1	1	5	7	7	2	6	7	4
20027	ニシノフラワー	パワー	2	141	131	141	144	143	720	700	700	700	750	7	2	7	7	4	1	2	7	7	1
20028	ゼンノロブロイ	スタミナ	2	138	138	143	138	143	700	750	700	720	700	7	1	2	3	7	7	1	7	7	3
20029	シーキングザパール	根性	2	147	118	149	135	151	710	700	710	750	700	7	2	7	7	2	1	1	5	7	6
20030	アイネスフウジン	賢さ	2	147	142	132	144	135	720	700	700	700	750	7	1	2	7	7	3	7	7	1	1
